"PCE Bridge Table, 2003",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
42,Household supplies ,339,Miscellaneous manufacturing,"1,934",181,562,"4,191","6,869",2003
42,Household supplies ,313TT,Textile mills and textile product mills,"5,823",244,"1,400","15,487","22,953",2003
42,Household supplies ,315AL,Apparel and leather and allied products,65,2,14,190,271,2003
42,Household supplies ,322,Paper products,"12,678",552,"1,035","5,878","20,143",2003
42,Household supplies ,323,Printing and related support activities,657,24,54,"1,626","2,360",2003
42,Household supplies ,325,Chemical products,"18,463",425,"2,352","7,239","28,478",2003
42,Household supplies ,326,Plastics and rubber products,"3,148",54,295,"1,688","5,186",2003
42,Household supplies ,Used,"Scrap, used and secondhand goods",0,2,0,2,3,2003
43,Personal care products ,332,Fabricated metal products,"1,142",25,350,923,"2,440",2003
43,Personal care products ,333,Machinery,166,4,22,155,347,2003
43,Personal care products ,335,"Electrical equipment, appliances, and components","2,050",236,320,"1,920","4,526",2003
43,Personal care products ,339,Miscellaneous manufacturing,"3,776",484,"1,155","3,053","8,468",2003
43,Personal care products ,313TT,Textile mills and textile product mills,235,9,71,190,505,2003
43,Personal care products ,315AL,Apparel and leather and allied products,22,1,5,18,46,2003
43,Personal care products ,322,Paper products,"2,905",107,237,"3,548","6,796",2003
43,Personal care products ,325,Chemical products,"26,089",496,"5,619","21,089","53,293",2003
43,Personal care products ,326,Plastics and rubber products,469,8,99,511,"1,087",2003
44,Tobacco ,311FT,Food and beverage and tobacco products,"42,866",601,"16,398","10,594","70,459",2003
45,"Magazines, newspapers, and stationery ",339,Miscellaneous manufacturing,"3,888",498,338,"2,077","6,801",2003
45,"Magazines, newspapers, and stationery ",322,Paper products,"1,554",55,127,831,"2,567",2003
45,"Magazines, newspapers, and stationery ",323,Printing and related support activities,991,36,79,530,"1,635",2003
45,"Magazines, newspapers, and stationery ",325,Chemical products,"1,178",26,96,630,"1,930",2003
45,"Magazines, newspapers, and stationery ",326,Plastics and rubber products,4,0,1,2,7,2003
45,"Magazines, newspapers, and stationery ",511,"Publishing industries, except internet (includes software)","30,816","1,112","2,817","4,319","39,064",2003
45,"Magazines, newspapers, and stationery ",512,Motion picture and sound recording industries,208,2,19,16,246,2003
45,"Magazines, newspapers, and stationery ",514,"Data processing, internet publishing, and other information services","2,853",0,0,0,"2,853",2003
45,"Magazines, newspapers, and stationery ",Used,"Scrap, used and secondhand goods",0,18,2,3,23,2003
46,Net expenditures abroad by U.S. residents ,Other,Noncomparable imports and rest-of-the-world adjustment,"5,451",0,0,0,"5,451",2003
51,Rental of tenant-occupied nonfarm housing ,HS,Housing,"251,766",0,0,0,"251,766",2003
52,Imputed rental of owner-occupied nonfarm housing ,HS,Housing,"908,151",0,0,0,"908,151",2003
53,Rental value of farm dwellings  ,HS,Housing,"13,251",0,0,0,"13,251",2003
54,Group housing ,721,Accommodation,940,0,0,0,940,2003
56,Water supply and sanitation ,22,Utilities,"26,406",0,0,0,"26,406",2003
56,Water supply and sanitation ,562,Waste management and remediation services,"11,848",0,0,0,"11,848",2003
56,Water supply and sanitation ,GSLE,State and local government enterprises,"18,354",0,0,0,"18,354",2003
58,Electricity,22,Utilities,"111,476",0,0,0,"111,476",2003
59,Natural Gas ,22,Utilities,"48,892",0,0,0,"48,892",2003
62,Physician services ,621,Ambulatory health care services,"291,452",0,0,0,"291,452",2003
63,Dental services ,621,Ambulatory health care services,"77,817",0,0,0,"77,817",2003
64,Paramedical services ,532RL,Rental and leasing services and lessors of intangible assets,"1,206",0,0,0,"1,206",2003
64,Paramedical services ,621,Ambulatory health care services,"179,480",0,0,0,"179,480",2003
66,Hospitals ,622,Hospitals,"498,438",0,0,0,"498,438",2003
67,Nursing homes,623,Nursing and residential care facilities,"105,657",0,0,0,"105,657",2003
70,Motor vehicle maintenance and repair,487OS,Other transportation and support activities,"4,065",0,0,0,"4,065",2003
70,Motor vehicle maintenance and repair,61,Educational services,10,0,0,0,10,2003
70,Motor vehicle maintenance and repair,81,"Other services, except government","122,592",0,0,0,"122,592",2003
71,Other motor vehicle services,532RL,Rental and leasing services and lessors of intangible assets,"38,123",0,0,0,"38,123",2003
71,Other motor vehicle services,81,"Other services, except government","7,624",0,0,0,"7,624",2003
71,Other motor vehicle services,GSLE,State and local government enterprises,"5,881",0,0,0,"5,881",2003
73,Ground transportation,482,Rail transportation,713,0,0,0,713,2003
73,Ground transportation,485,Transit and ground passenger transportation,"21,572",0,0,0,"21,572",2003
73,Ground transportation,487OS,Other transportation and support activities,"1,211",0,0,0,"1,211",2003
73,Ground transportation,561,Administrative and support services,"1,820",0,0,0,"1,820",2003
74,Air transportation,481,Air transportation,"53,640",0,0,0,"53,640",2003
75,Water transportation,483,Water transportation,"1,162",0,0,0,"1,162",2003
75,Water transportation,487OS,Other transportation and support activities,"1,206",0,0,0,"1,206",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",113FF,"Forestry, fishing, and related activities","2,849",0,0,0,"2,849",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",481,Air transportation,0,0,0,0,0,2003
77,"Membership clubs, sports centers, parks, theaters, and museums",512,Motion picture and sound recording industries,"9,860",0,0,0,"9,860",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",514,"Data processing, internet publishing, and other information services","3,366",0,0,0,"3,366",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",532RL,Rental and leasing services and lessors of intangible assets,"1,055",0,0,0,"1,055",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",561,Administrative and support services,"1,497",0,0,0,"1,497",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",61,Educational services,"11,510",0,0,0,"11,510",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",711AS,"Performing arts, spectator sports, museums, and related activities","23,740",0,0,0,"23,740",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",713,"Amusements, gambling, and recreation industries","45,468",0,0,0,"45,468",2003
77,"Membership clubs, sports centers, parks, theaters, and museums",721,Accommodation,"4,460",0,0,0,"4,460",2003
78,"Audio-video, photographic, and information processing equipment services",513,Broadcasting and telecommunications,"47,875",0,0,0,"47,875",2003
78,"Audio-video, photographic, and information processing equipment services",514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2003
78,"Audio-video, photographic, and information processing equipment services",532RL,Rental and leasing services and lessors of intangible assets,"12,361",0,0,0,"12,361",2003
78,"Audio-video, photographic, and information processing equipment services",5412OP,"Miscellaneous professional, scientific, and technical services","6,616",0,0,0,"6,616",2003
78,"Audio-video, photographic, and information processing equipment services",81,"Other services, except government","9,052",0,0,0,"9,052",2003
79,Gambling,711AS,"Performing arts, spectator sports, museums, and related activities","3,705",0,0,0,"3,705",2003
79,Gambling,713,"Amusements, gambling, and recreation industries","60,481",0,0,0,"60,481",2003
79,Gambling,GSLE,State and local government enterprises,"16,947",0,0,0,"16,947",2003
80,Other recreational services,113FF,"Forestry, fishing, and related activities",339,0,0,0,339,2003
80,Other recreational services,334,Computer and electronic products,57,1,4,37,99,2003
80,Other recreational services,5412OP,"Miscellaneous professional, scientific, and technical services","12,904",0,0,0,"12,904",2003
80,Other recreational services,561,Administrative and support services,"6,253",0,0,0,"6,253",2003
80,Other recreational services,81,"Other services, except government","8,426",0,0,0,"8,426",2003
83,Purchased meals and beverages,481,Air transportation,233,0,0,0,233,2003
83,Purchased meals and beverages,482,Rail transportation,59,0,0,0,59,2003
83,Purchased meals and beverages,512,Motion picture and sound recording industries,"3,079",0,0,0,"3,079",2003
83,Purchased meals and beverages,711AS,"Performing arts, spectator sports, museums, and related activities",758,0,0,0,758,2003
83,Purchased meals and beverages,722,Food services and drinking places,"390,234",0,0,0,"390,234",2003
84,Food furnished to employees (including military),111CA,Farms,701,57,118,0,876,2003
84,Food furnished to employees (including military),113FF,"Forestry, fishing, and related activities",31,2,3,0,36,2003
84,Food furnished to employees (including military),311FT,Food and beverage and tobacco products,"8,001",163,"1,150",0,"9,314",2003
85,Accommodations ,721,Accommodation,"58,127",0,0,0,"58,127",2003
88,Financial services furnished without payment,521CI,"Federal Reserve banks, credit intermediation, and related activities","87,914",0,0,0,"87,914",2003
88,Financial services furnished without payment,525,"Funds, trusts, and other financial vehicles","81,273",0,0,0,"81,273",2003
89,"Financial service charges, fees, and commissions",521CI,"Federal Reserve banks, credit intermediation, and related activities","72,596",0,0,0,"72,596",2003
89,"Financial service charges, fees, and commissions",523,"Securities, commodity contracts, and investments","101,191",0,0,0,"101,191",2003
89,"Financial service charges, fees, and commissions",GFE,Federal government enterprises,176,0,0,0,176,2003
91,Life insurance,524,Insurance carriers and related activities,"60,397",0,0,0,"60,397",2003
92,Net household insurance,524,Insurance carriers and related activities,"4,928",0,0,0,"4,928",2003
93,Net health insurance,524,Insurance carriers and related activities,"116,653",0,0,0,"116,653",2003
94,Net motor vehicle and other transportation insurance,524,Insurance carriers and related activities,"49,071",0,0,0,"49,071",2003
97,Telecommunication services,513,Broadcasting and telecommunications,"128,951",0,0,0,"128,951",2003
97,Telecommunication services,532RL,Rental and leasing services and lessors of intangible assets,181,0,0,0,181,2003
97,Telecommunication services,561,Administrative and support services,614,0,0,0,614,2003
97,Telecommunication services,721,Accommodation,699,0,0,0,699,2003
98,Postal and delivery services,487OS,Other transportation and support activities,"1,710",0,0,0,"1,710",2003
98,Postal and delivery services,561,Administrative and support services,350,0,0,0,350,2003
98,Postal and delivery services,GFE,Federal government enterprises,"8,004",0,0,0,"8,004",2003
98,Postal and delivery services,Used,"Scrap, used and secondhand goods",3,2,1,3,8,2003
99,Internet access,513,Broadcasting and telecommunications,"17,083",0,0,0,"17,083",2003
101,Higher education,61,Educational services,"94,981",0,0,0,"94,981",2003
102,"Nursery, elementary, and secondary schools",61,Educational services,"20,508",0,0,0,"20,508",2003
102,"Nursery, elementary, and secondary schools",624,Social assistance,"7,188",0,0,0,"7,188",2003
103,Commercial and vocational schools,61,Educational services,"26,985",0,0,0,"26,985",2003
104,Professional and other services,327,Nonmetallic mineral products,"1,869",209,182,598,"2,858",2003
104,Professional and other services,332,Fabricated metal products,40,1,6,13,60,2003
104,Professional and other services,323,Printing and related support activities,55,2,5,0,62,2003
104,Professional and other services,4A0,Other retail,645,0,0,0,645,2003
104,Professional and other services,481,Air transportation,210,0,0,0,210,2003
104,Professional and other services,5411,Legal services,"79,273",0,0,0,"79,273",2003
104,Professional and other services,5412OP,"Miscellaneous professional, scientific, and technical services","16,046",0,0,0,"16,046",2003
104,Professional and other services,561,Administrative and support services,"5,180",0,0,0,"5,180",2003
104,Professional and other services,81,"Other services, except government","32,503",0,0,0,"32,503",2003
104,Professional and other services,Other,Noncomparable imports and rest-of-the-world adjustment,298,0,0,0,298,2003
105,Personal care and clothing services,532RL,Rental and leasing services and lessors of intangible assets,889,0,0,0,889,2003
105,Personal care and clothing services,61,Educational services,143,0,0,0,143,2003
105,Personal care and clothing services,721,Accommodation,"4,861",0,0,0,"4,861",2003
105,Personal care and clothing services,81,"Other services, except government","85,256",0,0,0,"85,256",2003
106,Social services and religious activities,623,Nursing and residential care facilities,"20,840",0,0,0,"20,840",2003
106,Social services and religious activities,624,Social assistance,"59,814",0,0,0,"59,814",2003
106,Social services and religious activities,81,"Other services, except government","17,961",0,0,0,"17,961",2003
107,Household maintenance,481,Air transportation,45,0,0,0,45,2003
107,Household maintenance,483,Water transportation,23,0,0,0,23,2003
107,Household maintenance,484,Truck transportation,"9,508",0,0,0,"9,508",2003
107,Household maintenance,493,Warehousing and storage,572,0,0,0,572,2003
107,Household maintenance,ORE,Other real estate,"1,871",0,0,0,"1,871",2003
107,Household maintenance,532RL,Rental and leasing services and lessors of intangible assets,"1,001",0,0,0,"1,001",2003
107,Household maintenance,561,Administrative and support services,"18,351",0,0,0,"18,351",2003
107,Household maintenance,81,"Other services, except government","20,533",0,0,0,"20,533",2003
109,Foreign travel by U.S. residents,481,Air transportation,"19,595",0,0,0,"19,595",2003
109,Foreign travel by U.S. residents,483,Water transportation,"8,383",0,0,0,"8,383",2003
109,Foreign travel by U.S. residents,Other,Noncomparable imports and rest-of-the-world adjustment,"46,294",0,0,0,"46,294",2003
110,Less: Expenditures in the United States by nonresidents,Other,Noncomparable imports and rest-of-the-world adjustment,"-78,225",0,0,0,"-78,225",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),513,Broadcasting and telecommunications,"2,546",0,0,0,"2,546",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),5411,Legal services,-64,0,0,0,-64,2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),5412OP,"Miscellaneous professional, scientific, and technical services","4,188",0,0,0,"4,188",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),61,Educational services,"40,144",0,0,0,"40,144",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),621,Ambulatory health care services,"6,560",0,0,0,"6,560",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),622,Hospitals,"2,599",0,0,0,"2,599",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),623,Nursing and residential care facilities,"7,037",0,0,0,"7,037",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),624,Social assistance,"39,625",0,0,0,"39,625",2003
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),711AS,"Performing arts, spectator sports, museums, and related activities","10,285",0,0,0,"10,285",2003
