"PCE Bridge Table, 2008",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
45,"Magazines, newspapers, and stationery ",339,Miscellaneous manufacturing,"3,169",508,353,"1,789","5,819",2008
45,"Magazines, newspapers, and stationery ",322,Paper products,"1,057",47,102,599,"1,805",2008
45,"Magazines, newspapers, and stationery ",323,Printing and related support activities,"1,615",72,153,916,"2,756",2008
45,"Magazines, newspapers, and stationery ",325,Chemical products,"2,135",58,149,"1,211","3,553",2008
45,"Magazines, newspapers, and stationery ",326,Plastics and rubber products,28,1,5,16,48,2008
45,"Magazines, newspapers, and stationery ",511,"Publishing industries, except internet (includes software)","27,579","1,233","3,307","4,751","36,870",2008
45,"Magazines, newspapers, and stationery ",512,Motion picture and sound recording industries,113,1,14,12,140,2008
45,"Magazines, newspapers, and stationery ",514,"Data processing, internet publishing, and other information services","3,971",0,0,0,"3,971",2008
45,"Magazines, newspapers, and stationery ",Used,"Scrap, used and secondhand goods",0,9,1,3,13,2008
46,Net expenditures abroad by U.S. residents ,Other,Noncomparable imports and rest-of-the-world adjustment,"7,917",0,0,0,"7,917",2008
51,Rental of tenant-occupied nonfarm housing ,HS,Housing,"330,143",0,0,0,"330,143",2008
52,Imputed rental of owner-occupied nonfarm housing ,HS,Housing,"1,226,943",0,0,0,"1,226,943",2008
53,Rental value of farm dwellings  ,HS,Housing,"18,377",0,0,0,"18,377",2008
54,Group housing ,721,Accommodation,"1,280",0,0,0,"1,280",2008
56,Water supply and sanitation ,22,Utilities,"30,652",0,0,0,"30,652",2008
56,Water supply and sanitation ,562,Waste management and remediation services,"17,922",0,0,0,"17,922",2008
56,Water supply and sanitation ,GSLE,State and local government enterprises,"23,795",0,0,0,"23,795",2008
58,Electricity,22,Utilities,"155,489",0,0,0,"155,489",2008
59,Natural Gas ,22,Utilities,"68,111",0,0,0,"68,111",2008
62,Physician services ,621,Ambulatory health care services,"385,023",0,0,0,"385,023",2008
63,Dental services ,621,Ambulatory health care services,"101,753",0,0,0,"101,753",2008
64,Paramedical services ,532RL,Rental and leasing services and lessors of intangible assets,"3,037",0,0,0,"3,037",2008
64,Paramedical services ,621,Ambulatory health care services,"234,152",0,0,0,"234,152",2008
66,Hospitals ,622,Hospitals,"689,803",0,0,0,"689,803",2008
67,Nursing homes,623,Nursing and residential care facilities,"141,578",0,0,0,"141,578",2008
70,Motor vehicle maintenance and repair,487OS,Other transportation and support activities,"6,836",0,0,0,"6,836",2008
70,Motor vehicle maintenance and repair,61,Educational services,41,0,0,0,41,2008
70,Motor vehicle maintenance and repair,81,"Other services, except government","133,610",0,0,0,"133,610",2008
71,Other motor vehicle services,532RL,Rental and leasing services and lessors of intangible assets,"52,003",0,0,0,"52,003",2008
71,Other motor vehicle services,81,"Other services, except government","9,033",0,0,0,"9,033",2008
71,Other motor vehicle services,GSLE,State and local government enterprises,"8,122",0,0,0,"8,122",2008
73,Ground transportation,482,Rail transportation,988,0,0,0,988,2008
73,Ground transportation,485,Transit and ground passenger transportation,"29,509",0,0,0,"29,509",2008
73,Ground transportation,487OS,Other transportation and support activities,"1,465",0,0,0,"1,465",2008
73,Ground transportation,561,Administrative and support services,"2,446",0,0,0,"2,446",2008
74,Air transportation,481,Air transportation,"65,884",0,0,0,"65,884",2008
75,Water transportation,483,Water transportation,"1,797",0,0,0,"1,797",2008
75,Water transportation,487OS,Other transportation and support activities,954,0,0,0,954,2008
77,"Membership clubs, sports centers, parks, theaters, and museums",113FF,"Forestry, fishing, and related activities","2,514",0,0,0,"2,514",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",481,Air transportation,9,0,0,0,9,2008
77,"Membership clubs, sports centers, parks, theaters, and museums",512,Motion picture and sound recording industries,"10,325",0,0,0,"10,325",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",514,"Data processing, internet publishing, and other information services","3,663",0,0,0,"3,663",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",532RL,Rental and leasing services and lessors of intangible assets,"1,552",0,0,0,"1,552",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",561,Administrative and support services,"3,265",0,0,0,"3,265",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",61,Educational services,"13,558",0,0,0,"13,558",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",711AS,"Performing arts, spectator sports, museums, and related activities","40,435",0,0,0,"40,435",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",713,"Amusements, gambling, and recreation industries","60,817",0,0,0,"60,817",2008
77,"Membership clubs, sports centers, parks, theaters, and museums",721,Accommodation,"5,649",0,0,0,"5,649",2008
78,"Audio-video, photographic, and information processing equipment services",513,Broadcasting and telecommunications,"69,268",0,0,0,"69,268",2008
78,"Audio-video, photographic, and information processing equipment services",514,"Data processing, internet publishing, and other information services","1,236",0,0,0,"1,236",2008
78,"Audio-video, photographic, and information processing equipment services",532RL,Rental and leasing services and lessors of intangible assets,"11,103",0,0,0,"11,103",2008
78,"Audio-video, photographic, and information processing equipment services",5412OP,"Miscellaneous professional, scientific, and technical services","7,296",0,0,0,"7,296",2008
78,"Audio-video, photographic, and information processing equipment services",81,"Other services, except government","6,633",0,0,0,"6,633",2008
79,Gambling,711AS,"Performing arts, spectator sports, museums, and related activities","3,065",0,0,0,"3,065",2008
79,Gambling,713,"Amusements, gambling, and recreation industries","87,210",0,0,0,"87,210",2008
79,Gambling,GSLE,State and local government enterprises,"20,447",0,0,0,"20,447",2008
80,Other recreational services,113FF,"Forestry, fishing, and related activities",159,0,0,0,159,2008
80,Other recreational services,334,Computer and electronic products,95,1,10,84,190,2008
80,Other recreational services,5412OP,"Miscellaneous professional, scientific, and technical services","20,803",0,0,0,"20,803",2008
80,Other recreational services,561,Administrative and support services,"9,494",0,0,0,"9,494",2008
80,Other recreational services,81,"Other services, except government","10,376",0,0,0,"10,376",2008
83,Purchased meals and beverages,481,Air transportation,405,0,0,0,405,2008
83,Purchased meals and beverages,482,Rail transportation,103,0,0,0,103,2008
83,Purchased meals and beverages,512,Motion picture and sound recording industries,"2,727",0,0,0,"2,727",2008
83,Purchased meals and beverages,711AS,"Performing arts, spectator sports, museums, and related activities",552,0,0,0,552,2008
83,Purchased meals and beverages,722,Food services and drinking places,"505,085",0,0,0,"505,085",2008
84,Food furnished to employees (including military),111CA,Farms,881,85,134,0,"1,100",2008
84,Food furnished to employees (including military),113FF,"Forestry, fishing, and related activities",70,6,5,0,81,2008
84,Food furnished to employees (including military),311FT,Food and beverage and tobacco products,"11,900",301,"1,633",0,"13,834",2008
85,Accommodations ,721,Accommodation,"96,266",0,0,0,"96,266",2008
88,Financial services furnished without payment,521CI,"Federal Reserve banks, credit intermediation, and related activities","107,350",0,0,0,"107,350",2008
88,Financial services furnished without payment,525,"Funds, trusts, and other financial vehicles","126,171",0,0,0,"126,171",2008
89,"Financial service charges, fees, and commissions",521CI,"Federal Reserve banks, credit intermediation, and related activities","93,143",0,0,0,"93,143",2008
89,"Financial service charges, fees, and commissions",523,"Securities, commodity contracts, and investments","164,520",0,0,0,"164,520",2008
89,"Financial service charges, fees, and commissions",GFE,Federal government enterprises,155,0,0,0,155,2008
91,Life insurance,524,Insurance carriers and related activities,"86,732",0,0,0,"86,732",2008
92,Net household insurance,524,Insurance carriers and related activities,"7,920",0,0,0,"7,920",2008
93,Net health insurance,524,Insurance carriers and related activities,"129,052",0,0,0,"129,052",2008
94,Net motor vehicle and other transportation insurance,524,Insurance carriers and related activities,"62,413",0,0,0,"62,413",2008
97,Telecommunication services,513,Broadcasting and telecommunications,"150,543",0,0,0,"150,543",2008
97,Telecommunication services,532RL,Rental and leasing services and lessors of intangible assets,340,0,0,0,340,2008
97,Telecommunication services,561,Administrative and support services,773,0,0,0,773,2008
97,Telecommunication services,721,Accommodation,513,0,0,0,513,2008
98,Postal and delivery services,487OS,Other transportation and support activities,"4,038",0,0,0,"4,038",2008
98,Postal and delivery services,561,Administrative and support services,317,0,0,0,317,2008
98,Postal and delivery services,GFE,Federal government enterprises,"10,691",0,0,0,"10,691",2008
98,Postal and delivery services,Used,"Scrap, used and secondhand goods",27,18,11,15,72,2008
99,Internet access,513,Broadcasting and telecommunications,"32,343",0,0,0,"32,343",2008
101,Higher education,61,Educational services,"135,278",0,0,0,"135,278",2008
102,"Nursery, elementary, and secondary schools",61,Educational services,"24,309",0,0,0,"24,309",2008
102,"Nursery, elementary, and secondary schools",624,Social assistance,"9,872",0,0,0,"9,872",2008
103,Commercial and vocational schools,61,Educational services,"37,378",0,0,0,"37,378",2008
104,Professional and other services,327,Nonmetallic mineral products,"4,117",457,457,813,"5,844",2008
104,Professional and other services,332,Fabricated metal products,113,2,18,22,155,2008
104,Professional and other services,323,Printing and related support activities,37,2,3,0,42,2008
104,Professional and other services,4A0,Other retail,"2,295",0,0,0,"2,295",2008
104,Professional and other services,481,Air transportation,6,0,0,0,6,2008
104,Professional and other services,5411,Legal services,"90,955",0,0,0,"90,955",2008
104,Professional and other services,5412OP,"Miscellaneous professional, scientific, and technical services","22,247",0,0,0,"22,247",2008
104,Professional and other services,561,Administrative and support services,"6,398",0,0,0,"6,398",2008
104,Professional and other services,81,"Other services, except government","37,826",0,0,0,"37,826",2008
104,Professional and other services,Other,Noncomparable imports and rest-of-the-world adjustment,203,0,0,0,203,2008
105,Personal care and clothing services,532RL,Rental and leasing services and lessors of intangible assets,694,0,0,0,694,2008
105,Personal care and clothing services,61,Educational services,79,0,0,0,79,2008
105,Personal care and clothing services,721,Accommodation,"1,435",0,0,0,"1,435",2008
105,Personal care and clothing services,81,"Other services, except government","111,559",0,0,0,"111,559",2008
106,Social services and religious activities,623,Nursing and residential care facilities,"27,792",0,0,0,"27,792",2008
106,Social services and religious activities,624,Social assistance,"81,513",0,0,0,"81,513",2008
106,Social services and religious activities,81,"Other services, except government","20,583",0,0,0,"20,583",2008
107,Household maintenance,481,Air transportation,9,0,0,0,9,2008
107,Household maintenance,483,Water transportation,9,0,0,0,9,2008
107,Household maintenance,484,Truck transportation,"8,883",0,0,0,"8,883",2008
107,Household maintenance,493,Warehousing and storage,115,0,0,0,115,2008
107,Household maintenance,ORE,Other real estate,"5,940",0,0,0,"5,940",2008
107,Household maintenance,532RL,Rental and leasing services and lessors of intangible assets,893,0,0,0,893,2008
107,Household maintenance,561,Administrative and support services,"24,524",0,0,0,"24,524",2008
107,Household maintenance,81,"Other services, except government","26,823",0,0,0,"26,823",2008
109,Foreign travel by U.S. residents,481,Air transportation,"31,290",0,0,0,"31,290",2008
109,Foreign travel by U.S. residents,483,Water transportation,"11,085",0,0,0,"11,085",2008
109,Foreign travel by U.S. residents,Other,Noncomparable imports and rest-of-the-world adjustment,"65,566",0,0,0,"65,566",2008
110,Less: Expenditures in the United States by nonresidents,Other,Noncomparable imports and rest-of-the-world adjustment,"-119,083",0,0,0,"-119,083",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),513,Broadcasting and telecommunications,"3,023",0,0,0,"3,023",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),5411,Legal services,-165,0,0,0,-165,2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),5412OP,"Miscellaneous professional, scientific, and technical services","5,027",0,0,0,"5,027",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),61,Educational services,"54,010",0,0,0,"54,010",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),621,Ambulatory health care services,"9,001",0,0,0,"9,001",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),622,Hospitals,"4,989",0,0,0,"4,989",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),623,Nursing and residential care facilities,"10,431",0,0,0,"10,431",2008
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),624,Social assistance,"54,711",0,0,0,"54,711",2008
