"PCE Bridge Table, 2016",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
40,Pharmaceutical and other medical products ,324,Petroleum and coal products,535,31,60,976,"1,601",2016
40,Pharmaceutical and other medical products ,325,Chemical products,"226,216","4,305","91,042","138,248","459,812",2016
40,Pharmaceutical and other medical products ,326,Plastics and rubber products,242,5,134,612,993,2016
41,Recreational items ,111CA,Farms,"22,945","2,842","4,709","10,143","40,639",2016
41,Recreational items ,212,"Mining, except oil and gas",6,2,1,5,15,2016
41,Recreational items ,335,"Electrical equipment, appliances, and components",15,0,5,11,31,2016
41,Recreational items ,339,Miscellaneous manufacturing,"20,743","2,784","7,811","27,424","58,761",2016
41,Recreational items ,311FT,Food and beverage and tobacco products,"21,648",520,"4,975","16,914","44,057",2016
41,Recreational items ,313TT,Textile mills and textile product mills,24,1,13,19,58,2016
41,Recreational items ,315AL,Apparel and leather and allied products,347,14,192,271,824,2016
41,Recreational items ,322,Paper products,337,22,40,227,626,2016
41,Recreational items ,323,Printing and related support activities,309,12,37,408,766,2016
41,Recreational items ,325,Chemical products,"1,042",25,"1,065",787,"2,919",2016
41,Recreational items ,326,Plastics and rubber products,641,13,85,513,"1,251",2016
41,Recreational items ,81,"Other services, except government","1,669",0,0,0,"1,669",2016
41,Recreational items ,Used,"Scrap, used and secondhand goods","2,761","3,792","1,890","3,663","12,105",2016
42,Household supplies ,212,"Mining, except oil and gas",98,38,5,63,204,2016
42,Household supplies ,321,Wood products,567,35,76,382,"1,060",2016
42,Household supplies ,332,Fabricated metal products,527,16,106,350,999,2016
42,Household supplies ,335,"Electrical equipment, appliances, and components","3,507",32,"1,129","6,437","11,105",2016
42,Household supplies ,339,Miscellaneous manufacturing,"2,926",332,"1,542","6,342","11,142",2016
42,Household supplies ,313TT,Textile mills and textile product mills,"8,300",463,"3,494","20,408","32,666",2016
42,Household supplies ,315AL,Apparel and leather and allied products,230,9,86,580,905,2016
42,Household supplies ,322,Paper products,"14,739",707,"1,752","9,927","27,124",2016
42,Household supplies ,323,Printing and related support activities,"1,199",48,142,"2,844","4,233",2016
42,Household supplies ,325,Chemical products,"17,642",417,"3,029","11,562","32,649",2016
42,Household supplies ,326,Plastics and rubber products,"4,148",81,622,"3,265","8,116",2016
42,Household supplies ,Used,"Scrap, used and secondhand goods",0,3,0,5,8,2016
43,Personal care products ,332,Fabricated metal products,"1,997",64,871,"1,957","4,888",2016
43,Personal care products ,333,Machinery,236,7,48,333,624,2016
43,Personal care products ,335,"Electrical equipment, appliances, and components","5,321",523,"1,770","3,859","11,474",2016
43,Personal care products ,339,Miscellaneous manufacturing,"3,526",466,"1,916","3,454","9,362",2016
43,Personal care products ,313TT,Textile mills and textile product mills,252,10,139,247,649,2016
43,Personal care products ,315AL,Apparel and leather and allied products,85,3,32,84,205,2016
43,Personal care products ,322,Paper products,"2,832",119,337,"4,887","8,174",2016
43,Personal care products ,325,Chemical products,"38,565",794,"14,560","37,781","91,701",2016
43,Personal care products ,326,Plastics and rubber products,489,10,171,763,"1,432",2016
44,Tobacco ,311FT,Food and beverage and tobacco products,"50,487",613,"26,516","18,107","95,722",2016
45,"Magazines, newspapers, and stationery ",339,Miscellaneous manufacturing,"2,712",359,380,"1,000","4,451",2016
45,"Magazines, newspapers, and stationery ",322,Paper products,495,19,59,182,756,2016
45,"Magazines, newspapers, and stationery ",323,Printing and related support activities,"4,094",163,485,"1,507","6,250",2016
45,"Magazines, newspapers, and stationery ",325,Chemical products,"2,373",66,222,873,"3,534",2016
45,"Magazines, newspapers, and stationery ",326,Plastics and rubber products,271,5,55,100,431,2016
45,"Magazines, newspapers, and stationery ",511,"Publishing industries, except internet (includes software)","21,356",848,"2,985","5,191","30,381",2016
45,"Magazines, newspapers, and stationery ",512,Motion picture and sound recording industries,97,1,15,14,127,2016
45,"Magazines, newspapers, and stationery ",514,"Data processing, internet publishing, and other information services","16,423",0,0,0,"16,423",2016
45,"Magazines, newspapers, and stationery ",Used,"Scrap, used and secondhand goods",0,14,2,5,20,2016
46,Net expenditures abroad by U.S. residents ,Other,Noncomparable imports and rest-of-the-world adjustment,"7,032",0,0,0,"7,032",2016
51,Rental of tenant-occupied nonfarm housing ,HS,Housing,"477,480",0,0,0,"477,480",2016
52,Imputed rental of owner-occupied nonfarm housing ,HS,Housing,"1,465,673",0,0,0,"1,465,673",2016
53,Rental value of farm dwellings  ,HS,Housing,"19,828",0,0,0,"19,828",2016
54,Group housing ,721,Accommodation,"1,828",0,0,0,"1,828",2016
56,Water supply and sanitation ,22,Utilities,"39,503",0,0,0,"39,503",2016
56,Water supply and sanitation ,562,Waste management and remediation services,"24,527",0,0,0,"24,527",2016
56,Water supply and sanitation ,GSLE,State and local government enterprises,"31,202",0,0,0,"31,202",2016
58,Electricity,22,Utilities,"176,574",0,0,0,"176,574",2016
59,Natural Gas ,22,Utilities,"44,212",0,0,0,"44,212",2016
62,Physician services ,621,Ambulatory health care services,"518,688",0,0,0,"518,688",2016
63,Dental services ,621,Ambulatory health care services,"122,572",0,0,0,"122,572",2016
64,Paramedical services ,532RL,Rental and leasing services and lessors of intangible assets,"2,909",0,0,0,"2,909",2016
64,Paramedical services ,621,Ambulatory health care services,"337,441",0,0,0,"337,441",2016
66,Hospitals ,622,Hospitals,"998,299",0,0,0,"998,299",2016
67,Nursing homes,623,Nursing and residential care facilities,"179,517",0,0,0,"179,517",2016
70,Motor vehicle maintenance and repair,487OS,Other transportation and support activities,"13,514",0,0,0,"13,514",2016
70,Motor vehicle maintenance and repair,61,Educational services,38,0,0,0,38,2016
70,Motor vehicle maintenance and repair,81,"Other services, except government","159,926",0,0,0,"159,926",2016
71,Other motor vehicle services,532RL,Rental and leasing services and lessors of intangible assets,"76,497",0,0,0,"76,497",2016
71,Other motor vehicle services,81,"Other services, except government","11,627",0,0,0,"11,627",2016
71,Other motor vehicle services,GSLE,State and local government enterprises,"12,299",0,0,0,"12,299",2016
73,Ground transportation,482,Rail transportation,"1,241",0,0,0,"1,241",2016
73,Ground transportation,485,Transit and ground passenger transportation,"42,714",0,0,0,"42,714",2016
73,Ground transportation,487OS,Other transportation and support activities,"1,879",0,0,0,"1,879",2016
73,Ground transportation,561,Administrative and support services,"4,245",0,0,0,"4,245",2016
74,Air transportation,481,Air transportation,"92,418",0,0,0,"92,418",2016
75,Water transportation,483,Water transportation,"1,654",0,0,0,"1,654",2016
75,Water transportation,487OS,Other transportation and support activities,"1,623",0,0,0,"1,623",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",113FF,"Forestry, fishing, and related activities","3,788",0,0,0,"3,788",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",481,Air transportation,0,0,0,0,0,2016
77,"Membership clubs, sports centers, parks, theaters, and museums",512,Motion picture and sound recording industries,"13,903",0,0,0,"13,903",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",514,"Data processing, internet publishing, and other information services","4,336",0,0,0,"4,336",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",532RL,Rental and leasing services and lessors of intangible assets,"3,486",0,0,0,"3,486",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",561,Administrative and support services,"4,180",0,0,0,"4,180",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",61,Educational services,"16,235",0,0,0,"16,235",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",711AS,"Performing arts, spectator sports, museums, and related activities","53,924",0,0,0,"53,924",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",713,"Amusements, gambling, and recreation industries","81,356",0,0,0,"81,356",2016
77,"Membership clubs, sports centers, parks, theaters, and museums",721,Accommodation,"7,037",0,0,0,"7,037",2016
78,"Audio-video, photographic, and information processing equipment services",513,Broadcasting and telecommunications,"106,655",0,0,0,"106,655",2016
78,"Audio-video, photographic, and information processing equipment services",514,"Data processing, internet publishing, and other information services","15,651",0,0,0,"15,651",2016
78,"Audio-video, photographic, and information processing equipment services",532RL,Rental and leasing services and lessors of intangible assets,"6,623",0,0,0,"6,623",2016
78,"Audio-video, photographic, and information processing equipment services",5412OP,"Miscellaneous professional, scientific, and technical services","7,398",0,0,0,"7,398",2016
78,"Audio-video, photographic, and information processing equipment services",81,"Other services, except government","5,792",0,0,0,"5,792",2016
79,Gambling,711AS,"Performing arts, spectator sports, museums, and related activities","2,217",0,0,0,"2,217",2016
79,Gambling,713,"Amusements, gambling, and recreation industries","101,311",0,0,0,"101,311",2016
79,Gambling,GSLE,State and local government enterprises,"25,928",0,0,0,"25,928",2016
80,Other recreational services,113FF,"Forestry, fishing, and related activities",799,0,0,0,799,2016
80,Other recreational services,334,Computer and electronic products,67,1,11,60,139,2016
80,Other recreational services,5412OP,"Miscellaneous professional, scientific, and technical services","30,697",0,0,0,"30,697",2016
80,Other recreational services,561,Administrative and support services,"12,085",0,0,0,"12,085",2016
80,Other recreational services,81,"Other services, except government","15,094",0,0,0,"15,094",2016
83,Purchased meals and beverages,481,Air transportation,537,0,0,0,537,2016
83,Purchased meals and beverages,482,Rail transportation,181,0,0,0,181,2016
83,Purchased meals and beverages,512,Motion picture and sound recording industries,"3,726",0,0,0,"3,726",2016
83,Purchased meals and beverages,711AS,"Performing arts, spectator sports, museums, and related activities",503,0,0,0,503,2016
83,Purchased meals and beverages,722,Food services and drinking places,"705,826",0,0,0,"705,826",2016
84,Food furnished to employees (including military),111CA,Farms,575,75,127,0,778,2016
84,Food furnished to employees (including military),113FF,"Forestry, fishing, and related activities",153,17,13,0,183,2016
84,Food furnished to employees (including military),311FT,Food and beverage and tobacco products,"16,704",344,"2,312",0,"19,360",2016
85,Accommodations ,721,Accommodation,"142,117",0,0,0,"142,117",2016
88,Financial services furnished without payment,521CI,"Federal Reserve banks, credit intermediation, and related activities","152,836",0,0,0,"152,836",2016
88,Financial services furnished without payment,525,"Funds, trusts, and other financial vehicles","160,017",0,0,0,"160,017",2016
89,"Financial service charges, fees, and commissions",521CI,"Federal Reserve banks, credit intermediation, and related activities","101,837",0,0,0,"101,837",2016
89,"Financial service charges, fees, and commissions",523,"Securities, commodity contracts, and investments","225,905",0,0,0,"225,905",2016
89,"Financial service charges, fees, and commissions",GFE,Federal government enterprises,150,0,0,0,150,2016
91,Life insurance,524,Insurance carriers and related activities,"74,796",0,0,0,"74,796",2016
92,Net household insurance,524,Insurance carriers and related activities,"10,347",0,0,0,"10,347",2016
93,Net health insurance,524,Insurance carriers and related activities,"199,165",0,0,0,"199,165",2016
94,Net motor vehicle and other transportation insurance,524,Insurance carriers and related activities,"71,086",0,0,0,"71,086",2016
97,Telecommunication services,513,Broadcasting and telecommunications,"155,348",0,0,0,"155,348",2016
97,Telecommunication services,532RL,Rental and leasing services and lessors of intangible assets,31,0,0,0,31,2016
97,Telecommunication services,561,Administrative and support services,213,0,0,0,213,2016
97,Telecommunication services,721,Accommodation,300,0,0,0,300,2016
98,Postal and delivery services,487OS,Other transportation and support activities,"5,718",0,0,0,"5,718",2016
98,Postal and delivery services,561,Administrative and support services,540,0,0,0,540,2016
98,Postal and delivery services,GFE,Federal government enterprises,"6,433",0,0,0,"6,433",2016
98,Postal and delivery services,Used,"Scrap, used and secondhand goods",-22,0,0,0,-22,2016
99,Internet access,513,Broadcasting and telecommunications,"71,173",0,0,0,"71,173",2016
101,Higher education,61,Educational services,"177,886",0,0,0,"177,886",2016
102,"Nursery, elementary, and secondary schools",61,Educational services,"32,349",0,0,0,"32,349",2016
102,"Nursery, elementary, and secondary schools",624,Social assistance,"12,116",0,0,0,"12,116",2016
103,Commercial and vocational schools,61,Educational services,"49,250",0,0,0,"49,250",2016
104,Professional and other services,327,Nonmetallic mineral products,"4,353",627,584,"1,279","6,843",2016
104,Professional and other services,332,Fabricated metal products,390,12,79,115,595,2016
104,Professional and other services,323,Printing and related support activities,6,0,1,0,7,2016
104,Professional and other services,4A0,Other retail,"4,855",0,0,0,"4,855",2016
104,Professional and other services,481,Air transportation,18,0,0,0,18,2016
104,Professional and other services,5411,Legal services,"99,029",0,0,0,"99,029",2016
104,Professional and other services,5412OP,"Miscellaneous professional, scientific, and technical services","26,153",0,0,0,"26,153",2016
104,Professional and other services,561,Administrative and support services,"5,574",0,0,0,"5,574",2016
104,Professional and other services,81,"Other services, except government","42,116",0,0,0,"42,116",2016
104,Professional and other services,Other,Noncomparable imports and rest-of-the-world adjustment,0,0,0,0,0,2016
105,Personal care and clothing services,532RL,Rental and leasing services and lessors of intangible assets,773,0,0,0,773,2016
105,Personal care and clothing services,61,Educational services,167,0,0,0,167,2016
105,Personal care and clothing services,721,Accommodation,811,0,0,0,811,2016
105,Personal care and clothing services,81,"Other services, except government","145,439",0,0,0,"145,439",2016
106,Social services and religious activities,623,Nursing and residential care facilities,"44,620",0,0,0,"44,620",2016
106,Social services and religious activities,624,Social assistance,"109,224",0,0,0,"109,224",2016
106,Social services and religious activities,81,"Other services, except government","26,316",0,0,0,"26,316",2016
107,Household maintenance,481,Air transportation,12,0,0,0,12,2016
107,Household maintenance,483,Water transportation,5,0,0,0,5,2016
107,Household maintenance,484,Truck transportation,"11,483",0,0,0,"11,483",2016
107,Household maintenance,493,Warehousing and storage,113,0,0,0,113,2016
107,Household maintenance,ORE,Other real estate,"5,663",0,0,0,"5,663",2016
107,Household maintenance,532RL,Rental and leasing services and lessors of intangible assets,"1,111",0,0,0,"1,111",2016
107,Household maintenance,561,Administrative and support services,"33,010",0,0,0,"33,010",2016
107,Household maintenance,81,"Other services, except government","29,026",0,0,0,"29,026",2016
109,Foreign travel by U.S. residents,481,Air transportation,"31,693",0,0,0,"31,693",2016
109,Foreign travel by U.S. residents,483,Water transportation,"17,958",0,0,0,"17,958",2016
109,Foreign travel by U.S. residents,Other,Noncomparable imports and rest-of-the-world adjustment,"93,387",0,0,0,"93,387",2016
110,Less: Expenditures in the United States by nonresidents,Other,Noncomparable imports and rest-of-the-world adjustment,"-195,261",0,0,0,"-195,261",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),513,Broadcasting and telecommunications,"4,781",0,0,0,"4,781",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),5411,Legal services,-400,0,0,0,-400,2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),5412OP,"Miscellaneous professional, scientific, and technical services","6,052",0,0,0,"6,052",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),61,Educational services,"66,119",0,0,0,"66,119",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),621,Ambulatory health care services,"11,693",0,0,0,"11,693",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),622,Hospitals,"31,644",0,0,0,"31,644",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),623,Nursing and residential care facilities,"13,440",0,0,0,"13,440",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),624,Social assistance,"77,929",0,0,0,"77,929",2016
111,Final consumption expenditures of nonprofit institutions serving households (NPISHs),711AS,"Performing arts, spectator sports, museums, and related activities","16,987",0,0,0,"16,987",2016
